user_id,product_id,interaction_type,rating,review,interaction_date
U098,P057,Click,-,-,2023-05-24
U098,P033,Review,-,Lot prevent however quickly.,2023-04-15
U098,P076,Purchase,2.2,-,2023-05-28
U098,P022,Purchase,1.5,-,2023-03-25
U099,P042,Purchase,4.9,-,2023-01-10
U099,P020,Purchase,2.0,-,2023-03-30
U099,P069,Click,-,-,2023-01-26
U099,P018,Click,-,-,2023-04-20
U100,P008,Purchase,4.2,-,2023-04-26
U100,P019,Review,-,Region discussion score.,2023-01-05
U100,P019,Review,-,Position federal billion people day PM.,2023-04-17
U100,P032,Purchase,3.0,-,2023-05-09
U100,P014,Purchase,1.5,-,2023-06-18
U100,P090,Purchase,2.3,-,2023-03-01
U100,P002,Click,-,-,2023-06-18
U100,P074,Click,-,-,2023-06-06
U101,P055,Click,-,-,2023-01-09
U101,P087,Purchase,3.5,-,2023-06-01
U101,P082,Click,-,-,2023-04-28
U102,P095,Review,-,Ten religious huge by best worry.,2023-05-02
U102,P018,Purchase,3.3,-,2023-06-21
U102,P094,Click,-,-,2023-05-22
U102,P047,Click,-,-,2023-01-11
U102,P025,Review,-,Current statement late street each.,2023-04-19
U102,P082,Click,-,-,2023-06-16
U102,P002,Review,-,Beat wife different agent.,2023-03-07
U102,P044,Review,-,Serious response my recognize continue memory.,2023-05-15
U103,P034,Review,-,Collection similar great lay people.,2023-03-02
U103,P090,Review,-,Rich ok style something until.,2023-03-31
U103,P038,Purchase,4.5,-,2023-03-29
U103,P060,Review,-,Speak whole lay see election woman.,2023-05-26
U103,P056,Purchase,1.7,-,2023-02-02
U103,P034,Purchase,4.8,-,2023-05-29
U104,P047,Purchase,2.0,-,2023-04-01
U104,P049,Click,-,-,2023-05-29
U104,P014,Review,-,Keep give moment every use include my.,2023-03-03
U104,P018,Review,-,On role agreement east middle common gun.,2023-04-08
U104,P099,Click,-,-,2023-01-03
U105,P059,Purchase,2.5,-,2023-02-12
U105,P051,Click,-,-,2023-01-09
U105,P019,Review,-,Whom with method later.,2023-03-07
U105,P091,Click,-,-,2023-05-18
U105,P062,Purchase,4.4,-,2023-01-25
U105,P097,Click,-,-,2023-03-31
U105,P008,Purchase,1.6,-,2023-05-02
U105,P088,Review,-,Receive specific wife his cost while word.,2023-04-06
U105,P012,Click,-,-,2023-02-05
U105,P004,Purchase,2.3,-,2023-03-14
U106,P008,Review,-,Consumer whole question develop last scene.,2023-03-22
U106,P034,Purchase,2.1,-,2023-04-21
U106,P035,Review,-,Education reveal almost moment wife land.,2023-03-11
U106,P029,Review,-,First speech house.,2023-02-22
U106,P062,Purchase,3.2,-,2023-06-16
U106,P038,Click,-,-,2023-01-05
U106,P069,Click,-,-,2023-06-12
U107,P098,Review,-,Finally point garden popular.,2023-06-03
U107,P091,Click,-,-,2023-03-28
U107,P066,Review,-,Similar include site player standard.,2023-01-09
U107,P100,Purchase,2.2,-,2023-03-01
U107,P051,Review,-,In across feel American what month standard.,2023-03-16
U107,P074,Click,-,-,2023-03-11
U107,P052,Review,-,Throughout determine degree take these.,2023-02-12
U108,P059,Click,-,-,2023-02-22
U108,P032,Review,-,Person like threat whole.,2023-05-07
U108,P009,Purchase,4.6,-,2023-05-18
U108,P026,Purchase,2.8,-,2023-05-09
U108,P093,Click,-,-,2023-05-03
U108,P026,Purchase,2.5,-,2023-05-09
U108,P031,Review,-,Positive environmental finally cup manager fish.,2023-03-21
U108,P053,Review,-,Kitchen next he in.,2023-02-16
U108,P089,Click,-,-,2023-03-14
U109,P087,Click,-,-,2023-01-22
U109,P003,Purchase,2.2,-,2023-01-13
U109,P058,Purchase,4.2,-,2023-06-04
U110,P010,Purchase,3.8,-,2023-02-15
U110,P035,Purchase,5.0,-,2023-01-18
U110,P065,Purchase,2.0,-,2023-05-19
U110,P068,Review,-,Animal pull radio feel answer west ten.,2023-02-16
U110,P020,Review,-,Kid fact southern stop movement.,2023-03-25
U111,P014,Review,-,Medical authority decision bar general buy thus include.,2023-04-11
U111,P051,Review,-,Drop rock be government value capital media.,2023-02-06
U111,P073,Click,-,-,2023-04-05
U111,P019,Review,-,Including white increase trial material identify.,2023-04-13
U111,P053,Purchase,4.9,-,2023-02-03
U111,P070,Purchase,2.2,-,2023-02-12
U111,P084,Purchase,2.6,-,2023-03-06
U111,P094,Purchase,3.9,-,2023-06-10
U111,P019,Review,-,Seat former region piece.,2023-02-15
U112,P043,Click,-,-,2023-01-04
U112,P083,Purchase,1.6,-,2023-05-05
U112,P099,Review,-,Full government use action.,2023-02-05
U113,P020,Review,-,Its home house prevent dinner hotel ten.,2023-05-18
U113,P080,Purchase,1.7,-,2023-04-26
U113,P059,Purchase,1.3,-,2023-01-28
U113,P046,Purchase,3.9,-,2023-01-25
U113,P094,Review,-,Bring rule design investment rich final.,2023-01-18
U113,P031,Purchase,4.6,-,2023-03-11
U113,P067,Review,-,Ready best purpose.,2023-01-13
U113,P093,Review,-,Discover read gun prepare stop college.,2023-03-31
U113,P007,Click,-,-,2023-01-25
U113,P013,Purchase,4.9,-,2023-06-03
U114,P079,Purchase,3.8,-,2023-06-19
U114,P059,Review,-,Drive threat only sure close company.,2023-01-28
U114,P013,Purchase,2.4,-,2023-03-05
U114,P059,Purchase,2.2,-,2023-03-03
U114,P009,Purchase,3.0,-,2023-05-07
U115,P094,Click,-,-,2023-04-08
U115,P074,Purchase,1.3,-,2023-05-19
U115,P077,Click,-,-,2023-06-30
U115,P052,Purchase,4.8,-,2023-04-10
U115,P077,Purchase,2.4,-,2023-02-14
U115,P028,Click,-,-,2023-01-17
U115,P065,Review,-,Organization eat during local same skin.,2023-05-23
U115,P039,Review,-,Mouth loss hundred positive range just.,2023-05-15
U115,P001,Purchase,4.4,-,2023-02-01
U115,P038,Purchase,2.0,-,2023-05-13
U116,P058,Purchase,3.7,-,2023-04-17
U116,P023,Click,-,-,2023-06-26
U116,P066,Click,-,-,2023-03-03
U117,P017,Purchase,2.6,-,2023-05-14
U117,P026,Review,-,Much customer site mention unit.,2023-05-24
U117,P006,Purchase,1.5,-,2023-02-25
U117,P075,Click,-,-,2023-04-09
U117,P078,Click,-,-,2023-04-23
U117,P017,Click,-,-,2023-06-07
U117,P008,Click,-,-,2023-04-10
U118,P038,Purchase,3.3,-,2023-02-14
U118,P002,Review,-,Process thought provide support.,2023-01-29
U118,P061,Purchase,3.8,-,2023-02-20
U118,P017,Click,-,-,2023-04-26
U118,P062,Click,-,-,2023-05-10
U118,P027,Click,-,-,2023-02-20
U119,P043,Review,-,Up report certain even by should country arrive.,2023-01-10
U119,P034,Click,-,-,2023-06-29
U119,P099,Review,-,Off explain point million.,2023-05-05
U119,P027,Purchase,1.6,-,2023-02-16
U119,P097,Click,-,-,2023-04-12
U119,P081,Review,-,Anything Congress music according kitchen.,2023-06-26
U119,P088,Purchase,3.8,-,2023-03-22
U120,P089,Click,-,-,2023-01-29
U120,P100,Purchase,3.7,-,2023-06-17
U120,P089,Review,-,Name hour guess personal appear.,2023-06-06
U120,P063,Purchase,4.1,-,2023-04-17
U120,P073,Purchase,4.1,-,2023-06-08
U120,P055,Purchase,4.8,-,2023-01-25
U120,P041,Review,-,Save western nor ability politics candidate woman serious.,2023-04-20
U121,P088,Purchase,1.9,-,2023-05-06
U121,P012,Review,-,Large expert understand training box usually huge.,2023-04-14
U121,P009,Click,-,-,2023-02-20
U121,P084,Review,-,Notice break sit city among answer her take.,2023-04-02
U121,P001,Click,-,-,2023-02-09
U121,P005,Purchase,1.4,-,2023-02-13
U121,P085,Purchase,2.9,-,2023-02-24
U121,P068,Click,-,-,2023-02-02
U121,P066,Purchase,2.1,-,2023-06-05
U121,P062,Review,-,One success toward rather.,2023-05-25
U122,P054,Purchase,4.2,-,2023-05-09
U122,P059,Click,-,-,2023-01-31
U122,P077,Click,-,-,2023-01-02
U122,P073,Click,-,-,2023-01-04
U122,P033,Purchase,1.3,-,2023-02-07
U123,P001,Review,-,Music start something scientist.,2023-06-14
U123,P039,Click,-,-,2023-02-06
U123,P026,Review,-,Rate six between rate.,2023-03-12
U123,P021,Click,-,-,2023-03-31
U123,P089,Purchase,2.9,-,2023-04-16
U123,P004,Review,-,Understand technology open with detail edge.,2023-05-01
U123,P030,Click,-,-,2023-03-06
U124,P100,Click,-,-,2023-06-04
U124,P059,Purchase,3.3,-,2023-05-10
U124,P012,Click,-,-,2023-02-21
U124,P095,Click,-,-,2023-03-22
U124,P080,Purchase,1.9,-,2023-03-19
U125,P071,Click,-,-,2023-03-14
U125,P090,Purchase,3.9,-,2023-02-21
U125,P083,Click,-,-,2023-01-01
U125,P062,Click,-,-,2023-01-18
U125,P036,Purchase,4.2,-,2023-03-09
U125,P098,Review,-,True finish professor.,2023-04-20
U125,P083,Click,-,-,2023-01-31
U125,P017,Review,-,Similar development support game.,2023-02-08
U125,P071,Purchase,1.5,-,2023-05-13
U126,P065,Purchase,3.5,-,2023-01-29
U126,P020,Click,-,-,2023-05-26
U126,P016,Purchase,3.8,-,2023-05-26
U126,P076,Purchase,1.8,-,2023-02-27
U126,P011,Purchase,4.9,-,2023-02-03
U126,P080,Purchase,4.4,-,2023-05-27
U127,P064,Click,-,-,2023-04-18
U127,P058,Review,-,First laugh north range man.,2023-01-07
U127,P070,Click,-,-,2023-05-12
U127,P082,Click,-,-,2023-06-03
U127,P085,Review,-,Official first product.,2023-06-21
U128,P100,Click,-,-,2023-04-21
U128,P067,Purchase,2.1,-,2023-04-28
U128,P009,Click,-,-,2023-05-04
U128,P082,Purchase,2.6,-,2023-06-03
U128,P081,Click,-,-,2023-06-30
U128,P082,Purchase,5.0,-,2023-02-22
U129,P100,Click,-,-,2023-03-07
U129,P054,Click,-,-,2023-06-20
U129,P032,Review,-,Explain mother better after right subject structure lot.,2023-02-14
U129,P006,Click,-,-,2023-03-12
U129,P008,Click,-,-,2023-05-08
U130,P100,Review,-,Any skin answer until tend card.,2023-03-22
U130,P067,Purchase,4.6,-,2023-02-07
U130,P060,Click,-,-,2023-01-05
U131,P016,Review,-,Protect prepare pick condition sister trade majority little.,2023-06-24
U131,P054,Review,-,Company with teacher relate.,2023-05-22
U131,P036,Purchase,4.0,-,2023-04-17
U131,P071,Purchase,3.3,-,2023-05-15
U132,P041,Review,-,War than against ten out.,2023-06-01
U132,P008,Click,-,-,2023-05-21
U132,P022,Review,-,American thing free full try store.,2023-04-11
U132,P035,Click,-,-,2023-06-21
U132,P009,Review,-,Involve while education peace imagine.,2023-06-11
U132,P079,Purchase,2.1,-,2023-01-17
U132,P051,Review,-,Since bill suddenly describe whatever notice.,2023-03-23
U132,P029,Purchase,3.3,-,2023-05-04
U132,P018,Click,-,-,2023-05-23
U132,P003,Click,-,-,2023-04-24
U133,P087,Click,-,-,2023-04-01
U133,P014,Purchase,2.3,-,2023-02-12
U133,P047,Review,-,Meet lawyer often always machine various these its.,2023-02-18
U134,P055,Click,-,-,2023-06-30
U134,P089,Review,-,Worry southern end remember perhaps wish crime.,2023-06-30
U134,P088,Purchase,1.8,-,2023-05-18
U134,P043,Purchase,1.6,-,2023-05-17
U135,P092,Purchase,2.5,-,2023-05-14
U135,P041,Purchase,2.7,-,2023-04-10
U135,P009,Review,-,Project want my reveal national up campaign.,2023-04-21
U135,P054,Click,-,-,2023-01-25
U135,P058,Click,-,-,2023-05-04
U135,P099,Purchase,1.4,-,2023-02-20
U135,P037,Review,-,Condition mention ball.,2023-03-07
U135,P066,Click,-,-,2023-06-24
U135,P028,Purchase,4.4,-,2023-03-26
U135,P014,Purchase,1.4,-,2023-06-29
U136,P028,Click,-,-,2023-04-12
U136,P014,Review,-,Couple which house same however parent.,2023-02-01
U136,P074,Click,-,-,2023-01-30
U136,P084,Review,-,Friend single positive send.,2023-03-16
U136,P060,Click,-,-,2023-03-23
U136,P030,Click,-,-,2023-03-05
U136,P081,Purchase,3.6,-,2023-02-12
U136,P071,Purchase,3.0,-,2023-05-22
U136,P097,Purchase,2.0,-,2023-01-18
U137,P021,Purchase,3.8,-,2023-01-13
U137,P088,Review,-,Will plan responsibility throw federal author among.,2023-04-18
U137,P091,Purchase,1.0,-,2023-03-20
U137,P040,Click,-,-,2023-02-16
U137,P009,Click,-,-,2023-02-04
U137,P074,Click,-,-,2023-06-09
U137,P090,Review,-,Keep particular admit building.,2023-02-24
U137,P089,Purchase,4.4,-,2023-05-18
U138,P009,Purchase,3.9,-,2023-01-09
U138,P058,Click,-,-,2023-01-19
U138,P078,Click,-,-,2023-03-17
U139,P060,Purchase,1.2,-,2023-03-08
U139,P055,Click,-,-,2023-05-26
U139,P017,Click,-,-,2023-02-24
U139,P060,Review,-,Song live data particular explain.,2023-05-09
U139,P099,Review,-,Rather join result company marriage.,2023-06-10
U139,P005,Review,-,Voice occur son campaign.,2023-05-25
U139,P051,Click,-,-,2023-03-11
U140,P029,Review,-,Down mind under at everything assume draw.,2023-05-15
U140,P013,Review,-,Avoid station long store.,2023-02-14
U140,P098,Review,-,Treatment know several floor party.,2023-01-05
U140,P094,Purchase,4.0,-,2023-04-10
U140,P022,Purchase,1.6,-,2023-01-03
U140,P060,Purchase,1.6,-,2023-05-21
U140,P005,Purchase,1.1,-,2023-05-22
U141,P069,Purchase,1.3,-,2023-02-05
U141,P014,Review,-,Board television main old people increase.,2023-05-06
U141,P010,Review,-,Participant past your pull manager final.,2023-04-18
U141,P083,Purchase,3.5,-,2023-02-26
U141,P021,Click,-,-,2023-04-26
U141,P022,Click,-,-,2023-06-16
U141,P084,Click,-,-,2023-06-06
U142,P047,Click,-,-,2023-05-25
U142,P037,Click,-,-,2023-02-01
U142,P057,Review,-,Hold picture personal lead right local look director.,2023-02-23
U142,P053,Purchase,2.5,-,2023-03-04
U142,P065,Review,-,Drug trade live single dream sign.,2023-01-27
U143,P068,Purchase,3.2,-,2023-03-02
U143,P067,Review,-,Center part effect writer offer.,2023-01-25
U143,P007,Click,-,-,2023-06-30
U143,P034,Click,-,-,2023-04-26
U143,P001,Click,-,-,2023-01-04
U143,P014,Click,-,-,2023-01-12
U143,P066,Click,-,-,2023-04-27
U143,P015,Click,-,-,2023-03-22
U144,P080,Review,-,Mission blue others cost.,2023-06-11
U144,P008,Click,-,-,2023-05-15
U144,P007,Purchase,3.7,-,2023-02-25
U144,P021,Review,-,Particularly statement behind understand east piece.,2023-03-04
U144,P065,Click,-,-,2023-06-28
U144,P041,Purchase,2.1,-,2023-02-18
U144,P034,Review,-,Herself protect travel third down.,2023-01-24
U144,P089,Review,-,Maybe training theory serve.,2023-02-16
U144,P033,Click,-,-,2023-06-14
U145,P050,Review,-,System social hotel certainly father child.,2023-01-13
U145,P030,Review,-,Oil green catch south.,2023-04-20
U145,P084,Review,-,Attention crime to.,2023-01-05
U145,P042,Review,-,Soldier strategy staff PM modern.,2023-04-01
U145,P029,Review,-,Relate with somebody party involve consider so.,2023-03-03
U145,P005,Purchase,1.1,-,2023-04-15
U146,P035,Click,-,-,2023-04-18
U146,P035,Click,-,-,2023-06-15
U146,P034,Purchase,1.9,-,2023-05-03
U147,P032,Click,-,-,2023-05-21
U147,P025,Click,-,-,2023-01-13
U147,P065,Review,-,Add important sound attorney.,2023-06-02
U147,P005,Review,-,Significant traditional then reality future table.,2023-04-03
U147,P038,Click,-,-,2023-05-04
U147,P016,Click,-,-,2023-04-18
U148,P070,Review,-,Society charge land positive building animal future.,2023-01-13
U148,P013,Click,-,-,2023-04-21
U148,P036,Review,-,Low exactly one on.,2023-04-14
U149,P096,Review,-,Old form recent from.,2023-01-08
U149,P001,Purchase,2.5,-,2023-02-22
U149,P083,Click,-,-,2023-05-17
U149,P004,Purchase,4.3,-,2023-04-06
U150,P020,Click,-,-,2023-02-10
U150,P003,Review,-,Woman friend rise fight design nothing structure.,2023-04-29
U150,P049,Purchase,1.2,-,2023-06-13
U150,P090,Click,-,-,2023-06-02
U151,P038,Review,-,Development tonight upon.,2023-03-29
U151,P027,Purchase,3.0,-,2023-06-11
U151,P014,Purchase,3.6,-,2023-04-21
U151,P021,Click,-,-,2023-03-12
U151,P003,Purchase,4.1,-,2023-01-02
U151,P077,Review,-,Memory television radio establish how they discover.,2023-06-09
U152,P042,Click,-,-,2023-05-23
U152,P008,Purchase,3.0,-,2023-02-25
U152,P016,Click,-,-,2023-02-13
U152,P031,Click,-,-,2023-06-24
U152,P057,Click,-,-,2023-03-14
U152,P046,Purchase,4.3,-,2023-04-24
U152,P051,Click,-,-,2023-03-18
U152,P024,Purchase,4.4,-,2023-05-20
U153,P053,Purchase,3.2,-,2023-05-23
U153,P018,Purchase,3.1,-,2023-05-12
U153,P007,Purchase,3.8,-,2023-02-26
U153,P080,Purchase,1.9,-,2023-03-23
U153,P088,Review,-,Against church wind drive protect table.,2023-02-18
U153,P031,Purchase,4.1,-,2023-04-20
U154,P038,Purchase,4.4,-,2023-04-12
U154,P056,Review,-,Coach ago record.,2023-04-28
U154,P034,Review,-,Specific same color kind room read.,2023-04-17
U154,P083,Click,-,-,2023-05-01
U154,P100,Purchase,3.2,-,2023-05-28
U154,P071,Purchase,2.2,-,2023-06-01
U155,P094,Review,-,Reduce traditional or street picture.,2023-01-17
U155,P035,Review,-,Activity learn day meeting.,2023-06-03
U155,P037,Review,-,Tree knowledge new clear.,2023-04-29
U155,P040,Click,-,-,2023-06-12
U155,P049,Click,-,-,2023-03-15
U155,P026,Click,-,-,2023-05-30
U155,P092,Review,-,Pressure ok still throw move leg across.,2023-03-15
U155,P009,Click,-,-,2023-02-02
U155,P076,Review,-,Director ability if.,2023-02-15
U155,P037,Purchase,2.9,-,2023-06-27
U156,P100,Click,-,-,2023-01-28
U156,P061,Purchase,4.3,-,2023-04-19
U156,P052,Click,-,-,2023-01-28
U156,P079,Purchase,2.8,-,2023-05-04
U156,P095,Click,-,-,2023-04-28
U156,P020,Review,-,Put clear practice list between shake.,2023-03-23
U156,P049,Click,-,-,2023-06-02
U157,P033,Click,-,-,2023-06-14
U157,P055,Purchase,1.0,-,2023-04-11
U157,P060,Purchase,4.9,-,2023-03-16
U158,P093,Purchase,3.1,-,2023-01-15
U158,P033,Click,-,-,2023-06-06
U158,P096,Review,-,Difficult full positive the director describe woman.,2023-04-08
U159,P002,Review,-,Include the common dog.,2023-06-02
U159,P056,Review,-,Play worker wall serve western movie.,2023-03-28
U159,P073,Click,-,-,2023-03-30
U159,P018,Review,-,Happy glass strong interesting believe.,2023-03-04
U159,P006,Purchase,4.3,-,2023-02-10
U159,P086,Purchase,4.8,-,2023-01-27
U159,P079,Review,-,Four forget travel approach.,2023-02-28
U159,P030,Click,-,-,2023-04-24
U160,P052,Review,-,Image for lose.,2023-04-18
U160,P037,Purchase,1.7,-,2023-06-27
U160,P055,Review,-,Relationship stage like building sound source letter.,2023-04-22
U160,P077,Click,-,-,2023-06-08
U160,P011,Click,-,-,2023-06-27
U160,P070,Click,-,-,2023-02-22
U160,P067,Click,-,-,2023-06-11
U161,P095,Purchase,4.5,-,2023-02-12
U161,P046,Review,-,Difference cultural kid challenge.,2023-04-13
U161,P017,Click,-,-,2023-01-30
U161,P086,Review,-,What commercial son smile suddenly.,2023-01-10
U161,P074,Review,-,College feeling enjoy likely himself.,2023-04-24
U161,P025,Review,-,Card hard condition somebody a.,2023-04-09
U161,P095,Review,-,Who child trip writer.,2023-01-23
U161,P065,Click,-,-,2023-05-09
U161,P085,Review,-,Nearly read he miss.,2023-03-16
U162,P015,Click,-,-,2023-03-18
U162,P096,Purchase,2.7,-,2023-02-08
U162,P012,Click,-,-,2023-01-03
U162,P042,Review,-,Body consider how outside next.,2023-05-09
U162,P075,Review,-,Institution over baby black hold itself.,2023-02-12
U162,P045,Purchase,1.4,-,2023-05-22
U162,P071,Purchase,2.5,-,2023-06-26
U163,P013,Click,-,-,2023-01-27
U163,P067,Click,-,-,2023-02-16
U163,P005,Purchase,3.0,-,2023-06-12
U163,P088,Purchase,2.6,-,2023-03-10
U163,P007,Purchase,1.1,-,2023-02-05
U163,P024,Purchase,1.5,-,2023-04-21
U163,P100,Click,-,-,2023-01-25
U163,P083,Click,-,-,2023-06-12
U163,P055,Review,-,Cut still work year performance win.,2023-03-27
U164,P008,Review,-,Beyond whether focus organization pattern fine short.,2023-05-30
U164,P086,Review,-,Ready option foot none arm guy.,2023-02-22
U164,P061,Click,-,-,2023-01-15
U164,P006,Click,-,-,2023-03-16
U164,P027,Purchase,1.3,-,2023-03-25
U164,P042,Click,-,-,2023-04-03
U164,P024,Purchase,1.0,-,2023-06-15
U164,P080,Purchase,3.3,-,2023-04-26
U164,P014,Purchase,1.0,-,2023-04-19
U165,P015,Purchase,3.2,-,2023-03-30
U165,P084,Review,-,Know couple activity authority world produce quite clear.,2023-06-16
U165,P049,Purchase,1.7,-,2023-01-24
U165,P004,Review,-,Let product whose item watch.,2023-03-13
U165,P070,Click,-,-,2023-05-01
U165,P025,Click,-,-,2023-05-19
U165,P029,Click,-,-,2023-04-05
U165,P005,Click,-,-,2023-02-10
U165,P042,Purchase,2.8,-,2023-01-18
U165,P048,Click,-,-,2023-04-27
U166,P014,Review,-,Guy too girl a imagine agree.,2023-02-10
U166,P037,Click,-,-,2023-04-08
U166,P038,Review,-,Far who trial less company really surface people.,2023-02-12
U166,P085,Click,-,-,2023-06-20
U166,P018,Purchase,2.5,-,2023-06-09
U166,P093,Review,-,Plan country successful federal try determine view.,2023-05-14
U166,P070,Review,-,Subject team low.,2023-06-27
U166,P005,Click,-,-,2023-05-24
U166,P023,Click,-,-,2023-06-10
U167,P081,Click,-,-,2023-01-08
U167,P068,Purchase,4.0,-,2023-03-13
U167,P051,Review,-,Prove approach others light.,2023-04-15
U167,P058,Review,-,Common all should collection.,2023-02-21
U167,P024,Click,-,-,2023-04-09
U168,P039,Click,-,-,2023-06-05
U168,P043,Purchase,2.4,-,2023-05-19
U168,P072,Click,-,-,2023-02-13
U168,P049,Purchase,1.8,-,2023-05-18
U168,P005,Click,-,-,2023-02-01
U168,P003,Review,-,Process most person writer.,2023-05-01
U168,P016,Review,-,Idea policy reason year grow.,2023-01-06
U168,P096,Purchase,4.7,-,2023-05-16
U168,P007,Purchase,4.1,-,2023-06-17
U169,P045,Review,-,Inside easy recently project.,2023-01-09
U169,P044,Review,-,Point offer natural true summer.,2023-04-03
U169,P072,Review,-,Wind third impact senior evidence wind.,2023-01-22
U170,P041,Review,-,Guy produce once something scientist central yard.,2023-02-08
U170,P019,Click,-,-,2023-01-04
U170,P094,Click,-,-,2023-06-13
U171,P042,Review,-,House inside believe policy political big human.,2023-05-09
U171,P031,Review,-,My energy how.,2023-03-29
U171,P056,Purchase,4.8,-,2023-02-09
U171,P067,Purchase,1.5,-,2023-05-24
U171,P098,Purchase,2.1,-,2023-05-22
U171,P016,Click,-,-,2023-02-26
U171,P090,Click,-,-,2023-02-21
U171,P034,Purchase,4.4,-,2023-05-09
U171,P039,Review,-,Into staff model interview life.,2023-06-24
U171,P008,Click,-,-,2023-02-01
U172,P040,Purchase,1.7,-,2023-05-15
U172,P039,Click,-,-,2023-06-29
U172,P062,Purchase,3.9,-,2023-03-07
U172,P075,Click,-,-,2023-02-12
U172,P068,Review,-,Fund approach activity prepare sell it enjoy.,2023-01-04
U172,P055,Review,-,News however lawyer training we something.,2023-02-19
U172,P089,Purchase,2.9,-,2023-05-28
U172,P055,Click,-,-,2023-05-01
U173,P050,Review,-,Sometimes last safe shake professional.,2023-03-11
U173,P069,Click,-,-,2023-01-24
U173,P017,Review,-,Bit quality art until produce respond.,2023-04-29
U174,P027,Purchase,1.8,-,2023-06-19
U174,P096,Purchase,4.2,-,2023-03-05
U174,P096,Click,-,-,2023-02-15
U174,P018,Purchase,1.0,-,2023-01-06
U175,P084,Click,-,-,2023-02-25
U175,P097,Purchase,5.0,-,2023-04-03
U175,P008,Review,-,Our newspaper learn trip including until.,2023-03-14
U176,P028,Click,-,-,2023-03-01
U176,P053,Click,-,-,2023-02-09
U176,P066,Review,-,Something be toward hand research.,2023-05-08
U176,P069,Purchase,2.6,-,2023-06-23
U176,P062,Click,-,-,2023-05-09
U176,P019,Purchase,1.7,-,2023-04-16
U176,P063,Purchase,4.4,-,2023-05-05
U176,P029,Click,-,-,2023-02-09
U176,P070,Click,-,-,2023-05-19
U177,P087,Click,-,-,2023-02-24
U177,P014,Review,-,West water born it imagine.,2023-02-03
U177,P039,Click,-,-,2023-05-24
U177,P065,Purchase,4.7,-,2023-01-19
U177,P034,Review,-,Pay son less paper go support score his.,2023-06-12
U177,P073,Purchase,4.2,-,2023-06-06
U177,P003,Click,-,-,2023-03-10
U177,P029,Review,-,Young green less field game look.,2023-01-09
U177,P048,Click,-,-,2023-01-07
U177,P089,Review,-,Real west reduce know southern fill.,2023-02-11
U178,P043,Click,-,-,2023-06-24
U178,P083,Purchase,1.4,-,2023-01-02
U178,P038,Purchase,4.6,-,2023-01-03
U178,P077,Review,-,Third site pretty nor radio treat thought.,2023-01-28
U178,P067,Click,-,-,2023-02-23
U178,P085,Click,-,-,2023-04-08
U178,P060,Purchase,4.3,-,2023-03-07
U178,P037,Click,-,-,2023-05-14
U178,P016,Click,-,-,2023-06-22
U178,P060,Review,-,Hair party safe question store choice full.,2023-03-10
U179,P100,Click,-,-,2023-06-12
U179,P076,Review,-,Course again view join certain.,2023-02-05
U179,P013,Click,-,-,2023-01-15
U180,P075,Click,-,-,2023-05-25
U180,P077,Click,-,-,2023-03-09
U180,P007,Purchase,3.2,-,2023-01-16
U180,P018,Click,-,-,2023-02-06
U180,P078,Review,-,And point purpose stand small piece.,2023-04-11
U180,P014,Purchase,2.3,-,2023-03-14
U181,P075,Click,-,-,2023-06-19
U181,P021,Click,-,-,2023-02-17
U181,P049,Purchase,2.3,-,2023-04-03
U181,P065,Click,-,-,2023-01-03
U181,P037,Purchase,4.8,-,2023-03-11
U181,P065,Purchase,4.0,-,2023-06-26
U181,P098,Review,-,Wear than exactly down since.,2023-02-08
U181,P069,Review,-,Reduce appear short carry picture wide everything.,2023-03-03
U182,P081,Click,-,-,2023-05-27
U182,P030,Review,-,It issue measure that left child explain.,2023-05-26
U182,P008,Purchase,2.2,-,2023-03-11
U182,P068,Click,-,-,2023-05-01
U182,P085,Click,-,-,2023-02-24
U182,P006,Click,-,-,2023-04-10
U183,P077,Review,-,Follow third shoulder hotel player finish along.,2023-05-26
U183,P098,Purchase,3.4,-,2023-05-21
U183,P087,Review,-,Art teach environmental common sister can beyond.,2023-04-12
U183,P009,Purchase,4.4,-,2023-04-11
U183,P084,Click,-,-,2023-05-21
U184,P043,Click,-,-,2023-03-30
U184,P036,Click,-,-,2023-03-20
U184,P025,Review,-,Painting little brother a.,2023-04-02
U184,P085,Review,-,Nearly whose rest threat deep.,2023-06-03
U184,P089,Purchase,4.4,-,2023-05-29
U184,P084,Click,-,-,2023-03-29
U184,P014,Review,-,Reason field shoulder than rather real TV.,2023-03-21
U184,P008,Review,-,Man among foot draw newspaper.,2023-04-10
U184,P005,Purchase,4.0,-,2023-05-09
U184,P062,Purchase,1.3,-,2023-06-03
U185,P066,Purchase,4.6,-,2023-04-07
U185,P091,Purchase,4.0,-,2023-04-17
U185,P084,Click,-,-,2023-04-27
U185,P029,Click,-,-,2023-04-19
U185,P030,Click,-,-,2023-03-07
U185,P003,Click,-,-,2023-06-05
U185,P058,Click,-,-,2023-03-14
U185,P005,Purchase,1.9,-,2023-03-16
U185,P094,Click,-,-,2023-01-26
U185,P019,Purchase,2.0,-,2023-04-08
U186,P015,Purchase,4.9,-,2023-05-29
U186,P054,Purchase,4.4,-,2023-02-03
U186,P098,Review,-,Democratic number guess.,2023-04-01
U186,P098,Purchase,2.2,-,2023-05-12
U186,P067,Review,-,Ok anyone probably huge political bed vote manage.,2023-04-10
U186,P013,Review,-,Practice cause now company mind make charge crime.,2023-01-07
